date,excess_return
2022-01-04,0.01151574542465329
2022-01-05,0.018496060596867085
2022-01-06,-0.000714944929521279
2022-01-07,0.01409975062380888
2022-01-10,0.001762880508797738
2022-01-11,0.010426615365936042
2022-01-12,-0.01205490886982932
2022-01-13,0.012385114688209714
2022-01-14,-0.013446314836976976
2022-01-17,-0.00539224760741421
2022-01-18,0.00046727937444220274
2022-01-19,0.007719711017269331
2022-01-20,0.0061947391066473415
2022-01-21,0.0055418755900976694
2022-01-24,-0.008084214583440079
2022-01-25,0.006593866347782924
2022-01-26,0.0006700488858742967
2022-01-27,0.008068270375556874
2022-01-28,0.009309931618805792
2022-02-07,0.005892781690009804
2022-02-08,0.013676622819096016
2022-02-09,-0.00960690279709094
2022-02-10,0.005922540127764076
2022-02-11,0.00973874090661074
2022-02-14,-0.00024958120011134136
2022-02-15,-0.010252294936916463
2022-02-16,0.0020542353427756214
2022-02-17,-0.004366972009295609
2022-02-18,-0.0005997059914500549
2022-02-21,0.0017506454010852157
2022-02-22,0.0028788311461506928
2022-02-23,-0.012581234553475222
2022-02-24,-0.000504851836698802
2022-02-25,-0.004280559433764776
2022-02-28,-0.003192967121143165
2022-03-01,0.0009185710774313754
2022-03-02,0.005556765477878977
2022-03-03,0.010113117451387262
2022-03-04,0.0025096687205656025
2022-03-07,0.00902680739816314
2022-03-08,0.00594280300274009
2022-03-09,-0.010853263241340911
2022-03-10,-0.0041513071223403765
2022-03-11,0.0033458915558823086
2022-03-14,0.005718760037700422
2022-03-15,-2.9812999565884943e-05
2022-03-16,-0.004854939252874254
2022-03-17,-0.0030414454580688414
2022-03-18,0.006789777128254152
2022-03-21,0.0004654148009503902
2022-03-22,0.008352205858156214
2022-03-23,0.0016558922413906464
2022-03-24,-0.0006937085419500741
2022-03-25,0.011429478482656078
2022-03-28,0.005495033901423468
2022-03-29,-0.005250507412829919
2022-03-30,-0.003346791222476636
2022-03-31,0.00947055987872944
2022-04-01,0.008936637495789141
2022-04-06,0.01632740619962942
2022-04-07,0.0014768414757789978
2022-04-08,0.005148766939354779
2022-04-11,0.008421558359639118
2022-04-12,0.0029825631887610083
2022-04-13,0.002380770950761368
2022-04-14,-0.007559323970921208
2022-04-15,0.005488345015254654
2022-04-18,-0.00836584893377632
2022-04-19,0.0022753470473115644
2022-04-20,0.012302547002457677
2022-04-21,0.006689618549838167
2022-04-22,0.0042948339051235756
2022-04-25,0.00179981749232106
2022-04-26,-0.0036722244285116888
2022-04-27,0.00219251074169036
2022-04-28,-0.01152550769003868
2022-04-29,0.005379519618359153
2022-05-05,0.0004836181968258245
2022-05-06,0.005173608513200407
2022-05-09,0.006723532251137416
2022-05-10,-0.0012914781335575467
2022-05-11,-0.003227617643634011
2022-05-12,0.0005929441878031271
2022-05-13,-1.450749635438129e-05
2022-05-16,0.0005826837299573974
2022-05-17,-0.005494908516188116
2022-05-18,0.0006899466086505949
2022-05-19,-0.0035265504484607003
2022-05-20,-0.003904850177577429
2022-05-23,0.002462109897264825
2022-05-24,0.005336947866221304
2022-05-25,0.005063486055887516
2022-05-26,0.0031074543980478407
2022-05-27,0.0017032273420408638
2022-05-30,-0.0010094166834968504
2022-05-31,-0.004266697331328152
2022-06-01,0.002405794622905084
2022-06-02,7.709315202451627e-06
2022-06-06,-0.010670172750472122
2022-06-07,-0.003164537297196474
2022-06-08,0.0014763889947355577
2022-06-09,0.01350042199004505
2022-06-10,-0.0013617554312888628
2022-06-13,-0.006936350091505682
2022-06-14,0.008766056167617678
2022-06-15,0.01184923301366673
2022-06-16,-0.00624646164069974
2022-06-17,-0.008007488997916179
2022-06-20,-0.00218768918632965
2022-06-21,0.009413880216017289
2022-06-22,0.0005115325273546974
2022-06-23,-0.006398273308656183
2022-06-24,-0.008481293234076398
2022-06-27,-0.002966296196443179
2022-06-28,-0.0013592662079512678
2022-06-29,0.014291400156907642
2022-06-30,-0.009853137376336196
2022-07-01,0.002460096131547995
2022-07-04,-0.011303069212478168
2022-07-05,-0.001753390803361428
2022-07-06,-3.57777927353901e-05
2022-07-07,-0.003804988602825505
2022-07-08,0.010356385065644175
2022-07-11,0.011630584217483406
2022-07-12,0.005806528843704989
2022-07-13,0.00019333231734155215
2022-07-14,-0.004138517506316931
2022-07-15,-0.0016123534619846777
2022-07-18,0.0050342421354109415
2022-07-19,0.007144744201484517
2022-07-20,-0.0020415183461048566
2022-07-21,0.0035519581844595614
2022-07-22,0.007173875558626505
2022-07-25,0.002925089948142193
2022-07-26,-0.004055857112918352
2022-07-27,-0.004850974180496244
2022-07-28,0.0008226643731938932
2022-07-29,0.00038602341173367394
2022-08-01,-0.008045721105010489
2022-08-02,-0.0010315161929073861
2022-08-03,-0.0007290868464324791
2022-08-04,0.0004752687077726946
2022-08-05,0.002514968515293597
2022-08-08,-0.006674686268744219
2022-08-09,-0.005801794675744062
2022-08-10,-0.002341184477904041
2022-08-11,0.0029075561982608374
2022-08-12,0.006874215029642571
2022-08-15,-0.007451304206569295
2022-08-16,-0.003768730399459395
2022-08-17,-0.00023463275131536477
2022-08-18,-0.005277285106539955
2022-08-19,0.01190860740520256
2022-08-22,-0.005460254301845768
2022-08-23,0.00230428969454379
2022-08-24,0.014181382803427189
2022-08-25,0.002583336338024183
2022-08-26,0.0029292195297110934
2022-08-29,0.003108859238755666
2022-08-30,0.009739298533445767
2022-08-31,0.014444742466408752
2022-09-01,0.0017041285817212368
2022-09-02,-0.003733345600433927
2022-09-05,0.004674679748381134
2022-09-06,-0.009298161362100911
2022-09-07,-0.0041203052745164385
