date,daily_excess_return,cumulative_excess_return
2022-01-04,0.010228666765303164,0.010228666765303164
2022-01-05,0.012969995940887918,0.02319866270619108
2022-01-06,0.00747892190944934,0.03067758461564042
2022-01-07,0.00954295168415278,0.040220536299793205
2022-01-10,-0.0009598161058344632,0.039260720193958744
2022-01-11,0.011155917957745017,0.05041663815170376
2022-01-12,-0.008510144600026932,0.04190649355167683
2022-01-13,0.012905544502765324,0.05481203805444215
2022-01-14,-0.005188795620490329,0.049623242433951824
2022-01-17,-0.0026143358628536624,0.04700890657109816
2022-01-18,0.003946538733217009,0.050955445304315165
2022-01-19,0.009064422735731142,0.060019868040046304
2022-01-20,0.0032138814552697295,0.06323374949531603
2022-01-21,0.0010472273870649942,0.06428097688238102
2022-01-24,-0.004567669155563726,0.059713307726817294
2022-01-25,0.0026962444723421662,0.06240955219915946
2022-01-26,4.090943731246193e-05,0.06245046163647192
2022-01-27,0.00852738535018691,0.07097784698665884
2022-01-28,0.0003143716489337116,0.07129221863559254
2022-02-07,0.008394305548121098,0.07968652418371364
2022-02-08,0.013843815017275211,0.09353033920098885
2022-02-09,-0.00469322413118883,0.08883711506980002
2022-02-10,0.0044000347264157354,0.09323714979621575
2022-02-11,0.006512970410161624,0.09975012020637737
2022-02-14,-0.002285127231734102,0.09746499297464327
2022-02-15,-0.0028497652706525566,0.09461522770399071
2022-02-16,0.0005415888910334881,0.0951568165950242
2022-02-17,-0.0037842455064978995,0.0913725710885263
2022-02-18,0.0006575699063709494,0.09203014099489724
2022-02-21,0.007446877354584011,0.09947701834948125
2022-02-22,-0.00195944288958584,0.09751757545989541
2022-02-23,-0.0020985110865909718,0.09541906437330444
2022-02-24,-0.0029337375938610476,0.09248532677944339
2022-02-25,-0.005307492301433922,0.08717783447800947
2022-02-28,-0.003494801942618435,0.08368303253539104
2022-03-01,0.0006251338492353905,0.08430816638462643
2022-03-02,0.007624237021815488,0.09193240340644192
2022-03-03,0.011446683539410162,0.10337908694585207
2022-03-04,0.0027514580741497103,0.10613054502000178
2022-03-07,0.011729242807082152,0.11785978782708394
2022-03-08,0.00032266338204242184,0.11818245120912636
2022-03-09,-0.005600504002579475,0.11258194720654689
2022-03-10,-0.00596910904276406,0.10661283816378284
2022-03-11,0.010071531948383304,0.11668437011216615
2022-03-14,0.008139951104116722,0.12482432121628287
2022-03-15,0.0017036061292831379,0.126527927345566
2022-03-16,0.0006721726257118389,0.12720009997127785
2022-03-17,0.002335206669575149,0.129535306640853
2022-03-18,0.006861646627165438,0.13639695326801843
2022-03-21,-0.0035474320270510755,0.13284952124096736
2022-03-22,0.005392774743028654,0.138242295983996
2022-03-23,-0.0002229531134330153,0.138019342870563
2022-03-24,-0.003296542600874957,0.13472280026968805
2022-03-25,0.007214611184114777,0.14193741145380284
2022-03-28,0.006080121365066026,0.14801753281886887
2022-03-29,-0.0034434008034079913,0.14457413201546088
2022-03-30,-0.004035997533483007,0.14053813448197788
2022-03-31,0.004601740295479127,0.14513987477745702
2022-04-01,-0.00026358706249639415,0.1448762877149606
2022-04-06,0.00992089879486758,0.15479718650982818
2022-04-07,-0.0012167075530292262,0.15358047895679897
2022-04-08,0.002386592808972326,0.1559670717657713
2022-04-11,0.011364368409453594,0.1673314401752249
2022-04-12,-0.004098715637684641,0.16323272453754026
2022-04-13,0.00392469318317779,0.16715741772071804
2022-04-14,-0.00751481190961099,0.15964260581110706
2022-04-15,0.0038219287650883053,0.16346453457619536
2022-04-18,-0.0017658141338652662,0.1616987204423301
2022-04-19,0.00967454520387431,0.17137326564620442
2022-04-20,0.0071435780983074345,0.17851684374451185
2022-04-21,0.010539526666331452,0.1890563704108433
2022-04-22,0.007633111395705011,0.19668948180654833
2022-04-25,0.012734053057754876,0.2094235348643032
2022-04-26,0.004453303676380751,0.21387683854068396
2022-04-27,-0.0032017664494518425,0.21067507209123212
2022-04-28,0.00561589489384844,0.21629096698508057
2022-04-29,0.0006603279925713356,0.21695129497765192
2022-05-05,0.013099325606458786,0.23005062058411072
2022-05-06,0.004189914190064525,0.23424053477417525
2022-05-09,0.010135593233460666,0.24437612800763592
2022-05-10,-0.005425628650829732,0.23895049935680618
2022-05-11,-0.010443544033856078,0.2285069553229501
2022-05-12,0.0016879379987480437,0.23019489332169815
2022-05-13,0.00020765002228480102,0.23040254334398294
2022-05-16,0.004559288397856409,0.23496183174183935
2022-05-17,-0.007909526859186363,0.227052304882653
2022-05-18,0.004557972864946622,0.23161027774759962
2022-05-19,-0.0010274150135435027,0.23058286273405612
2022-05-20,-0.0026056464340844555,0.22797721629997167
2022-05-23,0.009290819753704814,0.2372680360536765
2022-05-24,0.0018879308206112533,0.23915596687428775
2022-05-25,0.0029195332220739137,0.24207550009636167
2022-05-26,0.009136386359957532,0.2512118864563192
2022-05-27,-0.001287352487243085,0.2499245339690761
2022-05-30,-0.007605897166155169,0.24231863680292093
2022-05-31,-0.003604193353327618,0.2387144434495933
2022-06-01,-0.0022597652436534017,0.2364546782059399
2022-06-02,0.002228017010635389,0.23868269521657529
2022-06-06,-0.01133329272224664,0.22734940249432864
2022-06-07,-0.0025133824822132105,0.22483602001211542
2022-06-08,0.00018411197574875392,0.22502013198786416
2022-06-09,0.014138997514410482,0.23915912950227464
2022-06-10,-0.0031552543291686595,0.23600387517310598
2022-06-13,0.0024390067974139813,0.23844288197051997
2022-06-14,0.012652450436541278,0.2510953324070612
2022-06-15,0.008525965389593217,0.25962129779665444
2022-06-16,-0.003791890903201522,0.2558294068934529
2022-06-17,-0.011118808037441313,0.2447105988560116
2022-06-20,-0.00666854768470956,0.23804205117130203
2022-06-21,0.0033312942875728356,0.24137334545887487
2022-06-22,0.003266245008093864,0.24463959046696873
2022-06-23,-0.008568338987831138,0.2360712514791376
2022-06-24,-0.007416538514365362,0.22865471296477224
2022-06-27,-0.0036263455476717946,0.22502836741710044
2022-06-28,-0.002670903939247715,0.22235746347785273
2022-06-29,0.012217037150571769,0.2345745006284245
2022-06-30,-0.006152487452360706,0.22842201317606378
2022-07-01,0.002516226037111119,0.2309382392131749
2022-07-04,-0.002014807111955039,0.22892343210121988
2022-07-05,0.00207055699389978,0.23099398909511965
2022-07-06,0.00030963197312171753,0.23130362106824137
2022-07-07,-0.005934705399766744,0.22536891566847464
2022-07-08,0.005312079618102303,0.23068099528657693
2022-07-11,0.014243033757645364,0.24492402904422228
2022-07-12,0.010116187131277177,0.25504021617549943
2022-07-13,-0.005895515371238058,0.24914470080426138
2022-07-14,-0.006265692602061828,0.24287900820219954
2022-07-15,0.0027614377861505984,0.24564044598835014
2022-07-18,0.0015372423856443063,0.24717768837399445
2022-07-19,0.006571519684456786,0.25374920805845125
2022-07-20,0.0026459242217549126,0.25639513228020616
2022-07-21,-0.001225597692548124,0.25516953458765806
2022-07-22,0.002367045556731799,0.25753658014438985
2022-07-25,0.002666164349362546,0.2602027444937524
2022-07-26,0.0015370956938252978,0.26173984018757773
2022-07-27,-4.0370161920256576e-05,0.26169947002565747
2022-07-28,-0.0003349299837608175,0.26136454004189663
2022-07-29,0.0013307632024218607,0.2626953032443185
2022-08-01,-0.002433349427974434,0.2602619538163441
2022-08-02,0.0024879201663978597,0.26274987398274197
2022-08-03,0.004588318224200393,0.2673381922069424
2022-08-04,0.00350054798547447,0.2708387401924168
2022-08-05,-0.0006671037865201574,0.27017163640589664
2022-08-08,0.004021836112225987,0.27419347251812265
2022-08-09,-0.001411104886106847,0.2727823676320158
2022-08-10,0.004968121679847573,0.27775048931186336
2022-08-11,0.0014753187839669476,0.2792258080958303
2022-08-12,0.003935439827389971,0.2831612479232203
2022-08-15,-0.004901636041011399,0.2782596118822089
2022-08-16,-0.00015684182613636465,0.27810277005607253
2022-08-17,-0.0010192682541959562,0.2770835018018766
2022-08-18,0.0005083091317213662,0.2775918109335979
2022-08-19,0.00947896474863633,0.28707077568223427
