date,Quantalpha,alpha158,alpha360
2023-08-01,1.2299300977614331,0.09139252069236825,0.19552189132658815
2023-08-02,1.2531934123409765,0.09940246968872368,0.2066947966229178
2023-08-03,1.266301917064216,0.10034019429182739,0.20769729639322
2023-08-04,1.2892727549528633,0.1067449080342322,0.20852992929531045
2023-08-07,1.273493323787152,0.09688471034221324,0.20434365582534264
2023-08-08,1.2686220430272117,0.10043907305871236,0.20135213833555365
2023-08-09,1.2697507698434833,0.10408733385063274,0.1939259412653267
2023-08-10,1.2640111365559363,0.10416442056512887,0.200399260913114
2023-08-11,1.2619579177863889,0.10279834320622006,0.19627439726491325
2023-08-14,1.252729692535702,0.08798377046509498,0.1828846108959714
2023-08-15,1.2729740876624271,0.0925928274102179,0.17674150859258275
2023-08-16,1.2848487084366216,0.09800896065523235,0.18271443926100783
2023-08-17,1.2848201348022834,0.10974281103415784,0.18724696854213385
2023-08-18,1.2943420854897254,0.11487151898648862,0.18650329679241406
2023-08-21,1.2852681580974652,0.10631749412700153,0.1758011618389268
2023-08-22,1.2949510461182716,0.09946171084576227,0.17102533638051742
2023-08-23,1.2879389998141542,0.09529719494049438,0.16291070669115748
2023-08-24,1.312099308065216,0.11242206166513813,0.17240569306729125
2023-08-25,1.2950583411316465,0.09880066649180419,0.16240702949914665
2023-08-28,1.290678787446839,0.09934614793865126,0.162086272873619
2023-08-29,1.2780451111100843,0.0846794396523094,0.1551212621650646
2023-08-30,1.2691405505299387,0.07335869642844273,0.1509614290537269
2023-08-31,1.2833321278770864,0.07581316318961817,0.15697794178297864
2023-09-01,1.295981236535293,0.07833112403235765,0.16673563796571322
2023-09-05,1.2869355668912612,0.0699661946271013,0.15744811855329588
2023-09-06,1.311287863411461,0.08066397778033929,0.1710157451859995
2023-09-07,1.3077447809247547,0.0813053397937622,0.1652230943699633
2023-09-08,1.3077916372179788,0.08741510242774475,0.16302031529758687
2023-09-11,1.2736677649602481,0.07299395721902724,0.152220300322214
2023-09-12,1.2902665656563044,0.08901154423022573,0.1719685982327095
2023-09-13,1.2496039581947116,0.08013129378749984,0.15981925155285226
2023-09-14,1.2579213404859853,0.08157101443357373,0.161844506567149
2023-09-15,1.2877285016332212,0.09758448801348374,0.17639268576956124
2023-09-18,1.27734460858519,0.09085948972420632,0.16302363568518463
2023-09-19,1.2840816432942423,0.09614030370083682,0.16221483196185216
2023-09-20,1.31144424087055,0.11056818734269958,0.1732478044730208
2023-09-21,1.3198443644413551,0.12128330544214427,0.1783692439629656
2023-09-22,1.3239578832901167,0.12093846702986144,0.17307675607404382
2023-09-25,1.3221423298192874,0.11498870999679345,0.1626545237433068
2023-09-26,1.3599470381078786,0.12557951443052406,0.17170287725988498
2023-09-27,1.384645665000178,0.12303817530344685,0.1796606948388002
2023-09-28,1.3970737749478928,0.12442638210667778,0.18295967613174446
2023-09-29,1.411052626439615,0.13403147412765337,0.19603668222263915
2023-10-02,1.38221255633136,0.11099782864714758,0.17647224910427695
2023-10-03,1.385176259921212,0.12288581632982876,0.17923941473031046
2023-10-04,1.369599491988939,0.11110723363947184,0.16267399325890564
2023-10-05,1.3689421504769461,0.11207346729813317,0.15804773996023758
2023-10-06,1.3447456300189171,0.08822172977823683,0.14254100758449617
2023-10-09,1.3429229942258525,0.08708477906533885,0.1316385910228981
2023-10-10,1.3496516403426453,0.0879636614683954,0.13762122376576436
2023-10-11,1.360686565896195,0.08635210347095246,0.12996921437128162
2023-10-12,1.359770458304133,0.07639185617087674,0.11941407290558637
2023-10-13,1.378376991512173,0.08337572667262716,0.12404492419117319
2023-10-16,1.3600905956430993,0.07877769617604025,0.11895819687360132
2023-10-17,1.3909447605892766,0.0977375527876434,0.13691927938838377
2023-10-18,1.4057392761261647,0.10225420830502019,0.14204076002033883
2023-10-19,1.4132523035594278,0.10463722954168553,0.13909879468511122
2023-10-20,1.4429033644193718,0.10756332854476991,0.14707702875263728
2023-10-23,1.4428622003657798,0.10096335344343488,0.14889120362312958
2023-10-24,1.431162366972512,0.09528094640867302,0.14549664469065093
2023-10-25,1.4412713806769393,0.10980152926388498,0.1493088330502348
2023-10-26,1.5095640850920944,0.140759366111179,0.17476932491947705
