date,SPX,a,aal,aap,aapl,abbv,abnb,abt,acgl,acn,adbe,adi,adm,adp,adsk,adt,aee,aep,aes,afl,aig,aiv,aiz,ajg,akam,alb,algn,alk,all,alle,amat,amcr,amd,ame,amg,amgn,amp,amt,amzn,an,anet,aon,aos,apa,apd,aph,apo,app,aptv,are,ares,ato,avb,avgo,avy,awk,axon,axp,ayi,azo,ba,bac,ball,bax,bbwi,bby,bdx,ben,bg,bhf,biib,bio,bk,bkng,bkr,bldr,blk,bmy,br,bro,bsx,bwa,bx,bxp,c,ca,cag,cah,carr,cat,cb,cboe,cbre,ccep,cci,ccl,cdns,cdw,ce,ceg,cf,cfg,chd,chrw,chtr,ci,cinf,cl,clx,cma,cmcsa,cme,cmg,cmi,cms,cnc,cnp,cnx,cof,coin,coo,cop,cor,cost,coty,cpri,cprt,cpt,crh,crl,crm,crwd,csco,csgp,csx,ctas,ctra,ctsh,ctva,cvna,cvs,cvx,czr,d,dal,dash,day,dd,ddog,de,deck,dell,dg,dgx,dhi,dhr,dis,dlr,dltr,doc,dov,dow,dri,dte,duk,dva,dvn,dxc,dxcm,ea,ebay,ecl,ed,efx,eg,eix,el,elv,emc,eme,emn,emr,enph,eog,epam,eqix,eqr,eqt,erie,es,ess,etn,etr,evrg,ew,exc,expd,expe,exr,f,fang,fast,fcx,fds,fdx,fe,ffiv,fico,fis,fitb,fix,flr,fls,fmc,fosl,fox,foxa,frt,fslr,fti,ftnt,ftv,gd,gddy,ge,gehc,gen,gild,gis,gl,glw,gm,gme,gnrc,goog,googl,gpc,gpn,grmn,gs,gt,gww,hal,has,hban,hca,hd,hig,hii,hlt,hog,holx,hon,hood,hp,hpe,hpq,hrb,hrl,hsic,hst,hsy,hubb,hum,hwm,ibkr,ibm,ice,idxx,iex,iff,ilmn,incy,intc,intu,invh,ip,ipgp,iqv,ir,irm,isrg,it,itw,ivz,j,jbht,jbl,jci,jef,jkhy,jnj,jpm,kdp,key,keys,khc,kim,kkr,klac,kmi,kmx,ko,kr,kss,kvue,l,ldos,leg,len,lh,lhx,lii,lin,lkq,lly,lmt,lnc,lnt,low,lrcx,lulu,lumn,luv,lvs,lw,lyb,lyv,m,ma,maa,mac,mar,mas,mat,mcd,mchp,mck,mco,mdlz,mdt,met,meta,mgm,mhk,mkc,mktx,mlm,mmm,mnst,mo,moh,mos,mpc,mpwr,mrk,mrna,ms,msci,msft,msi,mtb,mtch,mtd,mu,mur,navi,nclh,ndaq,ndsn,nee,nem,nflx,ni,nke,nktr,noc,nov,now,nrg,nsc,ntap,ntrs,nue,nvda,nvr,nwl,nws,nwsa,nxpi,o,odfl,ogn,oi,oke,omc,on,orcl,orly,otis,oxy,panw,payc,payx,pbi,pcar,pcg,peg,penn,pep,pfe,pfg,pg,pgr,ph,phm,pkg,pld,pm,pnc,pnr,pnw,podd,pool,ppg,ppl,prgo,pru,psa,psx,ptc,pvh,pwr,px,pypl,qcom,qrvo,r,rcl,reg,regn,rf,rhi,rig,rjf,rl,rmd,rok,rol,rop,rost,rrc,rsg,rtx,rvty,sbac,sbux,schw,se,sedg,see,shw,sig,sjm,slb,slg,smci,sna,snps,so,spa,spg,spgi,spx,sre,ste,sti,stld,stt,stx,stz,swk,swks,syf,syk,syy,t,tap,tdc,tdg,tdy,tech,tel,ter,tfc,tfx,tgna,tgt,thc,tjx,tko,tmo,tmus,tpl,tpr,trgp,trip,trmb,trow,trv,tsco,tsla,tsn,tt,ttd,ttwo,txn,txt,tyl,ua,uaa,ual,uber,udr,uhs,ulta,unh,unm,unp,ups,urbn,uri,usb,v,vfc,vici,vlo,vlto,vmc,vno,vnt,vrsk,vrsn,vrtx,vst,vtr,vtrs,vz,wab,wat,wbd,wday,wdc,wec,well,wfc,whr,wm,wmb,wrb,wsm,wst,wtw,wu,wy,wynn,xel,xom,xray,xrx,xyl,yum,zbh,zbra,zion,zts
2022-01-03,4796.56,152.759,18.75,226.53,178.13,109.37,172.68,129.93,39.55,385.48,564.37,164.02,60.45,222.43,283.72,7.7,78.18,75.71,21.691,50.67,51.4,4.91,145.35,157.47,117.51,230.26,648.05,54.07,104.63,121.96,154.39,49.45,150.24,139.43,162.22,191.89,283.61,262.49,170.405,114.05,35.56,283.095,78.53,24.435,268.09,41.015,64.94,94.38,166.03,200.28,65.47,93.31,225.86,58.797,197.55,172.545,152.87,158.04,210.77,2045.11,207.86,42.32,90.26,83.0,66.42,87.36,231.627,28.49,84.053,53.25,244.14,735.42,51.73,2388.02,21.77,83.49,830.97,51.93,168.1,66.738,43.12,36.93,110.16,104.82,54.48,,28.615,44.49,49.67,186.12,177.33,120.06,108.67,48.215,185.555,21.41,183.16,195.54,159.03,,63.49,42.44,97.255,98.25,647.58,213.16,101.5,76.78,155.73,78.08,42.784,191.91,33.813,192.35,52.19,82.65,24.46,13.88,139.34,251.05,105.37,58.57,124.46,534.7,10.66,66.04,36.738,160.37,46.765,362.11,252.196,198.33,56.88,78.84,35.37,100.588,14.19,84.89,44.52,239.63,94.22,94.18,93.47,67.67,38.915,145.34,104.94,31.232,163.83,327.77,61.323,50.825,226.2,152.05,100.335,275.644,155.01,156.79,141.17,31.208,170.17,46.72,126.4,103.11,87.09,115.43,35.36,33.23,130.198,131.93,62.68,220.57,72.01,277.43,243.74,55.153,361.81,440.46,,123.8,107.63,83.37,184.45,67.955,642.2,773.42,81.132,19.395,171.827,78.01,318.31,154.06,46.745,58.058,128.34,34.787,125.84,183.37,195.41,18.64,82.6,27.825,38.93,461.36,239.74,34.655,242.75,443.13,106.88,39.07,93.55,25.08,27.95,101.52,10.73,32.91,35.56,120.37,88.58,5.87,66.624,54.513,184.27,84.5,56.874,,,61.21,57.49,91.243,32.75,59.58,38.21,347.91,143.855,143.772,122.43,137.7,121.34,350.33,21.78,481.54,21.51,90.99,13.32,244.64,374.48,62.695,166.94,152.23,35.0,73.1,178.667,18.44,20.095,14.118,33.66,19.11,44.7,77.43,14.38,175.29,187.5,452.565,31.36,18.935,109.44,127.03,631.01,219.59,139.48,370.136,73.97,50.635,616.15,40.47,39.39,173.81,273.58,59.31,41.224,360.0,321.96,220.98,20.12,109.51,195.08,69.26,73.46,32.508,162.94,152.34,142.0,33.338,20.33,202.66,30.14,20.74,71.025,413.49,12.105,127.01,52.23,33.74,43.08,,57.1,84.19,36.92,104.81,245.876,194.29,296.06,317.3,54.06,252.09,308.16,62.51,53.38,238.31,69.316,387.56,11.95,41.84,36.65,58.9,68.97,121.14,24.846,360.16,202.385,15.01,155.9,64.76,21.74,244.6,82.076,238.86,370.55,59.15,95.77,54.788,334.965,45.47,183.97,89.67,385.15,428.2,141.862,48.27,32.29,316.57,36.858,52.98,476.61,64.71,235.05,86.59,571.88,322.94,253.26,138.7,133.28,1674.86,94.04,23.245,18.92,22.18,63.857,239.93,83.764,55.18,59.737,23.4,159.315,204.9,354.39,13.205,126.028,37.1,271.19,84.27,108.7,104.58,30.015,5757.01,20.26,22.08,21.97,215.672,58.816,169.625,27.46,12.17,44.35,62.59,70.17,81.1,46.396,79.99,27.98,90.702,401.19,119.97,5.94,45.063,12.02,56.8,50.64,152.558,50.01,62.12,147.418,95.15,291.81,53.06,116.11,150.38,76.08,183.47,67.35,55.77,275.7,532.5,160.91,26.185,35.184,89.52,311.13,59.66,122.98,107.48,110.98,13.205,194.8,173.26,159.43,71.02,77.38,66.145,623.58,19.305,101.33,3.12,96.36,109.108,251.67,319.96,31.52,463.46,107.49,17.2,127.425,77.34,191.01,365.27,107.75,81.84,223.31,282.45,63.37,328.28,89.0,119.98,27.83,64.763,4.562,184.14,361.1,57.63,4796.56,129.3,446.7,4796.56,56.265,234.21,,54.76,84.15,101.84,238.2,173.8,149.24,42.99,255.895,70.93,20.748,40.55,43.92,423.09,442.17,120.748,151.17,164.39,52.16,329.29,17.484,214.67,79.95,70.005,,639.47,107.29,129.402,35.51,43.49,28.45,86.68,176.13,139.65,44.014,399.927,80.03,182.05,90.11,178.61,170.13,76.02,523.85,18.07,21.24,45.49,43.95,53.348,129.02,413.23,473.89,19.32,226.77,189.5,29.8,311.04,49.44,213.395,69.99,23.38,60.34,,201.27,39.505,30.13,216.15,249.8,222.53,19.648,44.61,12.41,41.85,89.21,364.59,,263.72,49.494,83.15,76.04,45.13,206.4,151.04,19.11,30.991,75.805,442.76,221.73,15.005,35.17,85.27,60.01,48.47,54.71,19.56,111.33,126.31,121.432,583.9,57.6,227.502
2022-01-04,4793.54,147.469,19.02,226.8,175.82,109.11,170.8,126.66,40.13,382.57,554.0,162.42,61.71,223.57,278.19,7.92,77.71,75.75,21.761,52.58,53.01,4.86,146.82,158.19,116.95,236.17,623.5,55.45,107.49,125.0,152.82,50.4,144.42,141.85,166.67,193.04,297.43,258.88,167.522,114.58,34.665,284.125,79.92,25.835,271.7,41.15,66.97,88.61,172.21,201.27,65.27,94.56,228.36,59.557,202.66,167.825,151.51,163.44,214.38,2080.25,213.63,44.13,87.01,84.13,67.25,90.38,230.233,29.3,84.873,56.7,241.73,702.09,53.82,2391.53,22.32,85.42,836.46,52.18,167.72,67.068,43.64,39.68,108.47,108.81,54.97,,28.755,45.08,50.97,197.2,181.5,117.33,110.3,48.215,179.965,21.73,178.3,198.66,163.72,,64.03,44.67,97.365,100.73,640.77,212.26,104.13,77.06,156.39,81.87,42.503,193.72,32.946,200.73,52.08,81.08,24.29,14.65,142.15,250.15,104.22,61.77,123.2,532.22,10.6,67.16,36.53,160.24,47.795,347.77,244.966,189.19,55.34,77.38,35.92,100.843,15.55,86.74,45.39,220.94,94.35,96.35,89.95,67.42,39.215,135.91,100.57,32.018,157.76,348.95,59.702,52.335,224.42,145.9,100.795,268.11,153.98,150.79,140.51,31.738,173.31,48.26,129.22,103.31,87.01,115.39,37.45,34.11,128.068,132.74,61.02,224.25,71.85,279.04,243.82,54.313,363.38,433.77,,126.45,110.16,87.44,178.28,72.145,618.71,751.94,82.322,19.985,171.437,77.27,321.08,156.86,46.685,57.878,127.89,34.745,125.11,183.77,197.77,21.18,89.96,28.0,39.6,457.8,246.1,34.495,239.9,445.83,107.51,40.97,94.71,25.28,28.97,102.58,10.83,33.05,35.89,123.02,87.28,6.05,64.428,54.739,188.86,83.78,58.821,,,60.84,58.12,93.693,33.57,64.15,37.228,332.08,143.197,143.18,124.84,141.43,121.36,362.48,22.39,491.81,22.95,92.74,13.92,250.83,378.68,64.015,170.39,153.71,36.33,70.43,180.74,17.4,21.435,14.808,34.84,19.41,44.58,79.28,14.63,176.94,191.71,446.105,32.56,19.13,111.42,127.15,605.42,224.42,140.04,361.866,71.81,50.565,603.0,40.63,41.07,174.56,268.17,60.42,40.654,354.63,323.41,225.08,21.14,112.48,200.9,70.09,74.45,33.272,166.1,151.88,148.13,33.888,21.57,197.36,30.91,21.39,71.815,409.64,12.335,123.86,53.22,34.72,43.17,,58.39,85.81,38.38,105.54,239.029,196.73,297.11,323.47,54.94,247.17,315.79,65.44,53.25,242.61,67.97,380.82,12.1,42.5,36.46,58.28,72.77,120.72,25.556,364.6,203.645,16.25,160.0,65.55,22.23,244.53,81.546,238.76,373.23,59.63,96.06,56.498,332.955,45.38,188.25,90.35,382.69,430.7,144.352,48.87,33.35,303.94,37.168,55.13,473.01,64.85,233.06,90.66,567.43,317.2,250.63,144.45,132.02,1640.73,94.63,25.455,19.36,22.47,62.167,239.04,82.784,54.63,59.115,23.5,161.035,205.8,365.85,13.585,120.788,36.76,273.56,86.08,113.28,108.61,29.184,5819.68,21.0,21.98,21.79,217.322,59.866,173.93,27.82,12.59,45.76,64.22,70.95,82.04,46.591,80.64,30.3,87.333,388.12,119.71,5.98,47.903,12.25,56.63,49.77,152.808,47.89,64.53,147.988,95.31,299.85,53.88,119.53,146.48,76.69,191.14,68.22,55.63,273.55,532.14,161.56,26.035,36.034,93.31,310.88,62.49,122.6,110.93,114.86,12.965,191.0,174.28,160.45,73.79,78.93,67.885,613.3,20.315,104.03,3.27,100.99,112.358,245.6,323.4,31.81,458.65,107.49,17.49,128.595,80.39,182.26,354.86,105.31,86.04,197.84,273.1,63.74,324.88,91.36,121.75,29.37,67.968,4.714,191.71,352.99,57.63,4793.54,131.98,445.42,4793.54,57.455,236.8,,56.62,88.02,104.7,239.98,180.05,150.71,44.15,265.245,72.86,20.958,42.1,43.8,425.53,448.08,115.805,154.3,164.66,54.11,329.11,17.264,216.89,80.65,71.175,,612.55,106.92,131.494,36.35,44.62,29.02,85.11,176.67,142.9,44.13,383.197,81.77,182.2,85.36,181.9,170.33,77.37,520.48,18.21,21.48,46.25,44.42,54.238,130.82,418.74,462.51,20.22,231.03,193.29,29.71,327.49,50.94,214.425,72.04,23.58,61.71,,203.9,41.035,30.59,216.22,248.12,221.86,19.428,45.96,12.57,42.88,94.62,356.41,,253.06,50.771,82.91,78.62,47.15,213.17,152.6,19.35,31.529,74.31,425.84,224.83,14.905,35.69,84.99,60.44,50.86,55.0,20.56,112.57,127.04,122.702,587.6,59.43,218.592
2022-01-05,4700.58,144.879,18.68,226.2,171.04,109.82,162.25,126.05,39.6,375.45,514.43,159.71,61.17,221.48,264.32,7.92,77.93,76.57,20.641,52.48,52.2,4.62,145.39,155.05,115.48,229.23,578.84,54.77,107.38,121.91,148.2,50.5,136.15,139.19,160.19,190.34,294.29,240.68,164.357,111.23,33.288,282.855,78.5,24.775,276.52,40.325,63.01,82.03,168.28,187.1,60.38,94.9,224.39,56.765,200.72,166.505,147.99,161.59,210.74,2034.03,213.07,43.32,88.42,83.99,63.4,88.24,231.374,28.94,84.313,53.7,239.27,694.43,53.4,2339.9,22.41,82.4,811.01,52.21,164.61,65.398,43.05,39.72,101.32,107.14,54.23,,28.705,45.8,49.52,198.87,179.91,116.09,106.72,49.345,166.275,21.17,172.62,194.06,165.36,,61.87,44.28,98.085,100.01,624.86,215.48,102.5,77.41,158.23,81.81,42.531,192.88,31.891,199.77,52.88,79.79,24.23,14.14,139.26,234.23,102.59,60.45,124.34,517.91,10.27,65.33,35.378,156.79,46.915,335.32,224.406,179.29,54.37,74.75,35.73,96.06,15.3,85.34,44.86,198.0,95.87,97.14,84.15,68.53,38.905,127.97,92.95,31.704,145.52,349.71,57.033,51.825,224.52,145.02,98.145,266.373,153.44,144.58,140.4,31.078,171.18,48.2,127.55,103.18,87.24,114.0,36.4,33.47,121.953,130.78,60.37,223.97,72.43,272.7,240.2,52.843,347.63,433.82,,123.54,110.14,87.3,157.2,70.395,587.8,726.41,80.532,19.265,168.137,78.11,313.78,154.41,46.815,57.408,123.92,34.716,124.72,179.7,193.92,20.53,88.87,27.605,39.13,436.63,243.32,34.215,232.31,425.89,109.53,40.83,91.03,24.07,28.4,100.37,10.46,32.68,35.53,119.59,83.51,5.96,60.698,53.564,187.12,79.36,58.821,,,60.81,59.03,93.743,33.74,61.15,32.343,312.09,136.434,136.555,123.44,142.42,120.84,353.63,21.71,479.69,22.7,92.14,13.94,249.53,373.08,63.545,167.89,149.55,35.74,70.76,182.68,15.98,21.595,14.868,34.51,18.54,45.21,78.99,14.1,179.08,186.44,442.945,32.35,18.475,111.62,125.47,583.46,220.25,135.28,357.512,70.45,51.295,578.38,39.39,41.29,169.48,261.61,58.89,38.404,341.95,303.21,224.13,20.52,109.0,196.6,68.79,73.14,32.288,164.36,153.02,145.08,33.845,21.42,192.16,30.76,20.92,66.485,399.14,12.425,119.35,53.72,35.36,41.85,,57.78,85.49,38.17,103.81,235.901,192.1,290.7,325.07,54.17,241.01,311.94,63.71,53.79,237.55,65.951,362.48,12.05,41.83,34.77,58.1,72.08,117.47,23.906,363.11,199.475,15.91,156.36,63.66,22.27,243.21,78.596,238.07,364.01,60.59,95.68,56.188,320.595,43.03,182.42,90.77,367.35,426.36,143.612,48.025,32.96,302.21,35.668,55.56,442.29,66.72,215.23,88.08,542.42,304.57,244.94,145.74,124.57,1583.11,92.69,24.755,19.14,21.66,61.377,231.82,81.834,54.53,56.752,23.65,156.895,191.55,363.85,13.425,114.552,35.56,273.55,84.53,112.43,114.26,27.498,5729.11,21.19,21.24,21.03,209.022,58.696,167.58,27.4,12.66,45.0,64.47,67.42,79.66,45.689,78.25,28.73,84.143,357.19,117.15,5.81,48.13,11.67,56.47,46.61,153.398,48.99,63.13,148.728,96.04,294.18,53.08,120.48,143.13,76.3,187.64,66.75,55.83,255.45,511.63,163.41,26.095,35.884,91.0,307.62,62.24,118.33,108.86,108.03,12.735,187.02,173.55,157.24,69.4,77.16,66.255,591.6,20.085,103.88,3.18,98.53,110.318,236.9,317.66,30.82,455.02,103.99,17.13,126.175,79.94,179.87,336.17,101.51,85.39,184.72,249.81,63.6,325.51,88.9,124.19,29.37,67.494,4.536,189.95,339.77,57.71,4700.58,130.03,441.36,4700.58,57.865,230.55,,59.06,86.85,103.39,238.74,179.23,147.54,42.9,259.725,72.18,21.528,42.61,42.61,429.34,428.92,107.483,150.87,158.53,53.43,323.2,16.744,211.58,77.97,69.595,,613.07,108.22,127.508,35.98,44.31,28.27,81.61,169.03,143.67,42.82,362.707,81.95,179.87,79.64,171.85,166.35,76.0,492.59,17.48,20.71,45.78,43.24,52.658,130.8,401.49,461.3,20.26,231.79,190.56,28.73,315.42,50.63,211.965,70.47,22.46,61.4,,201.85,40.195,30.27,208.8,241.2,221.42,19.018,45.52,12.64,43.43,93.47,350.72,,248.26,50.348,84.02,77.46,46.69,209.34,150.14,19.41,31.12,68.405,400.81,223.17,14.925,34.67,81.75,61.11,51.68,54.08,20.13,110.96,125.3,122.285,558.18,59.58,210.032
2022-01-06,4696.05,145.399,18.57,231.4,168.12,109.18,159.75,126.03,39.86,356.27,514.12,160.26,61.78,219.81,264.11,7.16,77.5,76.28,20.551,53.59,53.2,4.44,144.91,156.84,111.88,226.97,567.62,54.46,108.76,120.67,150.8,50.0,136.23,140.91,161.71,190.37,298.55,241.0,163.254,112.28,33.168,280.355,79.06,25.995,270.3,40.36,62.98,82.15,174.12,190.29,60.22,94.07,225.17,56.168,200.75,163.705,150.14,163.16,208.37,2062.49,211.34,44.27,88.56,82.91,59.14,88.12,228.235,29.18,86.463,55.26,237.3,683.52,54.52,2356.57,22.68,82.46,814.73,52.07,161.42,66.488,42.59,40.45,102.69,109.68,56.29,,28.085,44.99,50.65,201.11,183.88,117.08,105.71,49.685,170.315,21.07,173.12,196.74,163.25,,62.14,47.1,98.255,101.3,631.95,206.5,104.61,76.85,159.34,85.96,42.803,192.16,32.419,203.01,52.14,76.34,24.49,14.63,141.73,234.0,102.653,63.29,122.29,517.79,10.21,65.6,35.37,154.88,46.515,333.94,225.886,187.49,55.01,73.65,36.0,95.315,15.08,83.55,45.52,191.38,92.65,98.18,86.6,68.38,38.735,137.28,90.25,31.788,143.89,354.02,58.138,51.885,226.52,146.04,96.575,265.15,155.15,142.5,142.82,31.038,173.31,48.09,125.04,103.5,87.07,111.28,38.16,33.73,120.75,126.67,62.69,221.2,72.25,273.28,245.26,52.263,346.91,415.05,,124.3,110.15,87.84,151.49,72.315,579.05,712.39,80.792,19.355,170.467,77.78,313.4,154.81,45.87,57.148,123.23,34.545,125.0,175.98,193.83,21.33,94.41,27.78,37.98,434.77,244.38,34.355,235.7,443.53,109.65,42.77,93.29,24.23,28.44,99.27,10.44,33.4,36.35,119.64,83.97,6.17,62.8,53.669,188.55,77.43,59.182,,,60.22,58.72,95.49,33.89,61.28,32.758,317.39,136.331,136.528,124.8,147.26,120.57,351.93,22.35,481.47,23.13,91.97,14.55,245.07,371.6,64.685,171.5,149.93,36.16,70.7,182.454,15.58,22.595,14.948,34.32,18.43,44.9,77.86,14.07,178.65,186.52,354.645,32.68,18.69,108.74,126.24,576.36,219.57,134.18,368.251,72.63,51.435,571.07,39.25,40.94,167.24,262.51,59.98,36.674,334.18,306.23,224.1,20.97,108.81,195.19,68.97,74.49,33.186,161.04,152.43,146.82,34.245,22.68,192.59,30.83,21.08,68.095,410.62,12.775,119.1,53.4,35.67,42.52,,58.36,84.9,37.62,101.07,237.602,200.27,290.98,316.67,54.81,239.69,311.8,65.39,53.54,240.59,66.961,368.77,12.28,41.73,35.63,62.8,72.51,119.34,24.206,359.7,197.155,16.08,157.21,63.99,22.35,245.71,79.376,235.37,361.58,60.56,94.64,58.008,328.885,44.31,180.47,90.34,361.67,426.28,142.122,47.76,33.53,291.77,36.078,57.47,447.37,66.67,216.06,89.82,539.28,302.07,243.52,152.38,125.11,1602.85,93.94,26.215,19.29,21.34,61.523,229.32,77.874,52.87,55.329,23.53,155.685,190.5,366.13,13.585,114.808,34.78,275.48,85.62,113.98,108.14,28.072,5690.84,21.23,21.96,21.73,211.412,59.026,167.535,27.81,12.81,46.01,66.48,67.25,79.86,46.681,79.13,29.68,88.818,353.08,116.26,5.74,48.75,11.63,56.53,46.86,153.438,48.2,63.93,147.348,98.5,299.94,52.0,118.47,142.05,77.76,195.82,65.78,56.1,260.43,502.77,160.93,26.055,36.144,92.82,311.19,64.4,117.14,109.53,108.7,12.605,192.13,173.0,158.36,68.71,74.47,66.465,594.92,21.225,104.92,3.26,100.02,108.238,233.96,315.41,31.47,459.99,103.77,17.56,126.435,80.43,180.41,334.57,102.21,86.82,192.76,248.24,63.44,322.72,90.2,124.54,30.16,69.555,4.51,190.56,344.97,57.63,4696.05,132.16,437.56,4696.05,58.35,230.1,,57.15,88.62,101.06,230.17,180.37,147.6,43.55,258.975,72.12,21.428,42.98,42.84,426.26,426.88,105.435,151.73,161.76,55.74,321.42,16.624,214.07,77.66,69.925,,614.95,108.43,127.599,36.15,45.81,28.01,82.03,171.57,146.23,43.132,354.9,83.07,182.23,76.93,164.61,166.29,76.46,493.6,17.66,20.83,45.77,42.03,52.678,127.98,400.49,441.26,21.11,232.49,192.64,29.26,315.57,52.22,211.715,68.14,22.42,63.36,,203.32,40.805,30.53,207.16,239.51,221.65,19.228,45.96,12.7,43.17,93.36,352.56,,250.63,48.594,83.41,78.11,48.03,207.45,151.15,20.05,31.738,69.675,404.58,220.5,14.815,34.99,82.14,60.57,53.25,54.04,20.44,110.8,126.7,121.238,555.16,62.3,210.892
2022-01-07,4677.03,141.429,19.28,227.84,168.29,108.83,166.05,126.45,40.07,349.02,510.7,155.71,62.37,217.26,262.32,7.17,77.84,77.9,20.411,54.56,54.75,4.42,147.82,156.12,110.54,229.61,546.99,55.86,112.31,119.23,145.27,50.65,132.0,138.14,163.85,192.49,298.68,242.69,162.554,112.61,32.37,272.635,78.11,26.045,269.69,38.825,62.37,80.45,169.47,189.45,61.28,93.59,222.11,54.38,199.98,161.905,145.19,164.64,212.31,2014.77,215.5,45.32,87.51,83.58,56.7,87.74,232.544,30.24,87.363,56.17,232.6,663.16,55.55,2361.18,22.85,78.63,811.51,53.42,158.65,66.548,42.11,40.37,100.18,110.51,57.16,,29.305,46.72,48.99,203.31,187.08,115.77,104.78,49.715,172.545,21.9,166.02,188.91,163.61,,62.04,47.52,99.145,98.78,610.49,212.14,107.03,76.63,160.7,86.54,42.372,191.49,31.956,207.17,52.56,76.34,24.5,14.65,145.69,232.33,102.13,65.44,124.96,504.17,10.04,61.84,34.103,150.81,46.525,328.68,225.046,188.99,55.22,71.88,35.8,93.92,16.17,82.74,46.04,184.71,94.25,99.95,89.66,69.53,40.135,132.27,89.57,32.29,143.79,356.31,56.35,51.835,228.99,143.57,90.315,257.837,156.08,142.76,140.96,31.048,174.76,48.95,124.38,103.62,88.1,111.59,38.68,33.34,117.873,128.76,62.2,220.61,72.55,260.88,250.12,52.643,346.45,410.59,,122.01,110.41,87.3,145.13,74.955,556.68,712.25,79.722,20.385,174.467,78.54,308.76,153.25,47.11,57.448,122.3,34.481,123.16,178.31,184.63,21.31,92.28,27.15,39.33,427.21,245.18,34.825,231.95,440.05,110.64,43.2,91.31,23.83,28.57,99.58,10.43,33.92,36.94,118.02,84.68,6.35,62.932,53.293,188.9,76.82,60.085,,,59.89,59.31,97.22,33.53,60.68,35.155,316.55,135.785,135.797,123.44,146.2,118.74,352.51,21.9,476.98,23.54,91.6,14.74,242.77,359.45,65.245,173.86,149.75,37.01,70.31,187.099,15.89,22.565,15.108,34.29,17.94,45.42,78.95,14.93,177.93,182.25,350.285,33.04,18.673,108.23,126.33,550.3,216.47,132.33,359.922,73.19,50.865,552.92,38.42,41.47,162.61,256.91,58.98,36.694,324.29,299.39,223.63,21.37,107.12,193.35,68.18,73.38,33.339,161.19,154.75,148.46,34.115,23.1,188.0,31.35,20.91,67.005,395.31,13.025,121.08,53.26,36.67,41.7,,59.78,85.44,37.64,95.95,234.785,202.49,286.92,314.94,53.72,239.86,313.94,66.35,53.52,233.89,63.699,355.21,13.02,43.19,35.7,65.22,73.42,115.86,23.826,359.35,192.675,15.68,158.65,62.41,22.25,243.08,76.006,240.52,359.36,60.73,94.83,58.818,328.215,44.52,176.55,89.89,367.06,418.39,144.072,47.03,34.09,289.77,36.848,58.25,426.45,68.14,213.86,90.45,528.3,302.23,238.38,157.38,124.32,1542.39,92.74,26.385,19.7,22.2,60.873,226.99,78.514,53.63,54.106,23.75,151.615,190.2,369.28,13.895,113.278,34.7,275.65,84.62,117.66,105.98,27.141,5438.88,21.29,21.89,21.7,205.782,59.026,162.74,28.71,13.02,46.82,67.09,64.56,81.03,45.483,78.78,30.13,87.582,352.05,114.3,5.83,48.357,12.02,57.64,47.28,153.658,49.08,65.17,147.258,102.43,299.55,49.25,119.35,139.21,79.49,198.98,65.76,56.78,250.08,485.42,158.02,26.295,36.614,94.39,301.76,65.88,115.08,106.36,105.4,12.635,187.46,167.46,154.69,67.44,77.57,65.765,600.21,21.755,101.88,3.31,102.57,106.248,229.39,308.18,31.61,450.54,99.32,17.55,125.785,80.81,180.46,333.31,98.64,87.82,187.1,248.91,62.5,312.38,86.87,126.53,31.14,69.896,4.408,189.86,330.36,58.1,4677.03,130.27,432.35,4677.03,59.375,226.45,,55.41,91.36,99.64,231.56,177.16,143.67,44.2,251.045,72.91,22.128,43.84,42.38,435.71,422.01,102.62,148.74,156.55,56.76,310.98,16.684,213.5,74.88,68.835,,601.62,102.6,127.842,34.04,46.16,28.23,79.14,173.13,150.14,42.546,342.32,83.24,176.47,78.94,164.6,158.97,77.93,483.59,16.98,19.85,47.31,41.51,52.02,128.97,397.1,430.21,21.91,233.78,194.16,28.73,306.38,53.17,208.925,68.77,21.98,64.2,,201.29,41.495,30.18,201.14,235.4,221.85,19.618,46.3,12.94,44.29,92.02,347.03,,250.24,49.418,84.27,78.31,49.17,200.74,150.06,20.62,32.467,66.8,387.31,217.72,15.485,34.94,82.05,61.17,53.81,54.22,20.5,109.87,125.13,120.481,530.86,63.45,204.562
