factor_name,annual_ic,annual_rank_ic,ic_ir,rank_ic_ir
Relative_Liquidity_Decay_Reversal,0.0010652940215210573,0.001419054604488117,0.008799497595715978,0.007612316308642582
VWRR_ATR_Exhaustion_5D,-0.0036526749635015857,0.0010115980866765067,-0.024614812313610034,0.00662226749633774
LargeGap_Rejection_FadeScore_GapZ60_Thr2,-0.00635050483454162,0.0009034213585911827,-0.0857289286901637,0.012528752445329165
Relative_Liquidity_Deviation_Factor,0.009993072758945419,0.0008643585356068379,0.05344834926374653,0.004219501542261226
VolumeTrend_10v20_Rank,0.010540881565925198,0.0006899615309688309,0.08103908284012393,0.0051134417826683935
Absorption_LowerWick_Body_VolZ_Gated_20D,0.00345228169711028,0.0006553016126987872,0.05073366490512858,0.00947286484204773
Quiet_Reversal_Exhaustion_V1,-0.0035140659266141958,0.0005904513101701037,-0.030097655735432615,0.0045037828855079304
LargeGap_FollowThrough_Score_GapZ60_Thr2,0.0008489598079260547,0.00046167837434286794,0.010352856458270086,0.006212069338957848
Overnight_Dominance_Rank_10D,-0.007742557950868815,0.0003936611576473212,-0.04986428280133591,0.0023814970224001705
Signed_Timing_Imbalance_ZS_10D,-0.00749166658393277,0.00039055681943626506,-0.04482590896814285,0.002362638819594836
Overnight_Dominance_Ratio_10D,-0.00645356586713472,0.0001113286064162341,-0.038332173196406694,0.0006735519293959408
Hybrid_Contrarian_DD60_Corr20_x_CLVDirection,0.004581834821814487,-0.00012533779042042613,0.03784307992113457,-0.0009307881837642019
Squeeze_Breakout_VolSurprise_20_55_20,0.012565615169286663,-0.0001922614917514066,0.11156627743381625,-0.001764034246001858
RejectionVol_GatedByAbsorptionTop60_5_20,-0.0008409211808721859,-0.000774763292559697,-0.009044638221768004,-0.006909419434611682
MAD_Compression_RangeZ_VolumeSpike_BodyDir_20_60,0.0016758247837395566,-0.0008026419449982473,0.023902880103050573,-0.011482103911084247
Continuous_CompressToExpand_DirectionalScore_20_60,0.006231817649512026,-0.0011315695827030744,0.0571589492286966,-0.010317969267522483
WickImbalance_x_WickShare_Shock_40D_035,-0.007230917273623936,-0.0012708160097811973,-0.08014864679447575,-0.017876099466456432
Gated_Momentum_Flip_VSTD5_Median60,-0.0017180668348705992,-0.0016839497145320925,-0.014304074001149306,-0.016123400434518546
ATR_Residual_Range_Expansion_10D,-0.007730670626125548,-0.0024123115664311783,-0.04801212741851211,-0.013688283268039617
Compression_Expansion_CLV_Gated_20_60,-0.000746179880388935,-0.0028333483714056765,-0.011308293605794224,-0.040971753670495624
Absorption_Efficiency_20_5,0.005913440509526469,-0.0030553326719987488,0.044759266930934745,-0.021974213326641817
WickImbalance_ShockReversal_60D_025,-0.005672796105526902,-0.0030885064486271246,-0.06556804421180355,-0.04221991960085156
SmoothReprice_VolGrowthUnc_40_5_60,-0.0042714985909160195,-0.0034783441412737275,-0.031211288016974374,-0.025456488568053222
TrueRange_ZScore_20D,0.003384124216415382,-0.003881282944293747,0.02728313736617261,-0.03137863670242372
LargeGap_CloseBackTowardPrevClose_GapZ60_Thr2,0.0011032579928490715,-0.004222359829491083,0.01330206503257511,-0.05730415138989439
TrendFit_R2_10D,-0.0023846957223829027,-0.0044583487022603775,-0.02492300759270482,-0.03586302192618736
ShockStd5_StabilityInvResi10_Rank,0.005145640612651993,-0.004710247370327978,0.046035528869645764,-0.04098325211243311
Dynamic_Exhaustion_Intensity_Index,-0.004688149672228293,-0.0049143270770319785,-0.04931113219551841,-0.04767567270643643
SellPressure_ContinuationScore_252D_TrendStrong_10D,-0.010293559030076446,-0.005022817721072726,-0.08646244878185905,-0.039215594662228355
SmoothTrend_ResidualTightness_40_5_60,-0.00766624108004712,-0.005078023785006815,-0.04031381502568216,-0.02690080819761707
