date,daily_excess_return,cumulative_excess_return
2022-01-03,-0.0037311315536499023,-0.0037311315536499023
2022-01-04,-0.003342800306479037,-0.007073931860128939
2022-01-05,-0.012897077740271622,-0.01997100960040056
2022-01-06,0.009188829496462455,-0.010782180103938105
2022-01-07,-0.013914177531845437,-0.024696357635783543
2022-01-10,-0.0002499492979256923,-0.024946306933709236
2022-01-11,0.010629454239248649,-0.014316852694460588
2022-01-12,-0.005134468831397782,-0.01945132152585837
2022-01-13,-0.015695441440737725,-0.03514676296659609
2022-01-14,-0.003596565056950399,-0.03874332802354649
2022-01-18,-0.0024530309866849383,-0.04119635901023143
2022-01-19,-0.002751301925882426,-0.04394766093611385
2022-01-20,-0.00855646470717951,-0.05250412564329336
2022-01-21,-0.019143060958709913,-0.07164718660200328
2022-01-24,0.02158666077786066,-0.050060525824142624
2022-01-25,-0.001757536261144796,-0.05181806208528742
2022-01-26,-0.010579900077659646,-0.06239796216294707
2022-01-27,-0.003963717914497084,-0.06636168007744415
2022-01-28,0.0009214382293487119,-0.06544024184809544
2022-01-31,0.022461284265127106,-0.04297895758296833
2022-02-01,0.011163822258227221,-0.03181513532474111
2022-02-02,-0.017615453971476337,-0.04943058929621745
2022-02-03,-0.0033859962887912735,-0.05281658558500872
2022-02-04,0.011964182863051506,-0.04085240272195721
2022-02-07,0.004993443549256281,-0.03585895917270093
2022-02-08,-0.0006899137951199726,-0.0365488729678209
2022-02-09,0.022283056889770753,-0.01426581607805015
2022-02-10,-0.002310269341811149,-0.0165760854198613
2022-02-11,-0.00418071732581432,-0.02075680274567562
2022-02-14,-0.014620654257093541,-0.03537745700276916
2022-02-15,0.010749294813057553,-0.02462816218971161
2022-02-16,-6.642915175850565e-05,-0.024694591341470114
2022-02-17,0.000886632553352426,-0.02380795878811769
2022-02-18,-0.0036678820402583443,-0.027475840828376036
2022-02-22,-0.007915415980077693,-0.03539125680845373
2022-02-23,-0.0002665550677196721,-0.0356578118761734
2022-02-24,0.018435021835978577,-0.017222790040194825
2022-02-25,0.004776090794131727,-0.012446699246063099
2022-02-28,0.0036959206557928286,-0.008750778590270271
2022-03-01,-0.006444233190273252,-0.015195011780543523
2022-03-02,0.004214712232620964,-0.01098029954792256
2022-03-03,-0.012444838491647034,-0.023425138039569596
2022-03-04,-0.012525208809535256,-0.03595034684910485
2022-03-07,-0.004042185624864808,-0.03999253247396966
2022-03-08,0.017473394148048046,-0.022519138325921614
2022-03-09,0.013981236789492209,-0.008537901536429405
2022-03-10,0.006103422995068811,-0.002434478541360594
2022-03-11,-0.008552861016206071,-0.010987339557566665
2022-03-14,-0.014394428178783107,-0.025381767736349772
2022-03-15,0.002163166031823003,-0.02321860170452677
2022-03-16,0.011893493015671306,-0.011325108688855463
2022-03-17,0.02022621592567353,0.008901107236818067
2022-03-18,0.00777615992122813,0.016677267158046197
2022-03-21,0.004833169256917022,0.021510436414963217
2022-03-22,0.006513342461273221,0.028023778876236437
2022-03-23,0.01419881120861794,0.04222259008485438
2022-03-24,-0.005223616063736939,0.03699897402111744
2022-03-25,-0.0024016616392315946,0.03459731238188584
2022-03-28,-0.0019066369352972296,0.03269067544658861
2022-03-29,0.004024550019982858,0.036715225466571466
2022-03-30,-0.011399297574888468,0.025315927891683
2022-03-31,-0.002882984458846721,0.022432943432836278
2022-04-01,0.0024721249502680036,0.02490506838310428
2022-04-04,0.0054932483608390315,0.03039831674394331
2022-04-05,-0.016592790690982146,0.013805526052961165
2022-04-06,-0.0032200765051964243,0.01058544954776474
2022-04-07,0.001014113303567711,0.011599562851332451
2022-04-08,0.010293749696020552,0.021893312547353
2022-04-11,0.007817760846821292,0.029711073394174295
2022-04-12,0.0037230497834972393,0.03343412317767153
2022-04-13,0.011163607134304672,0.044597730311976204
2022-04-14,-0.002629573553336026,0.04196815675864018
2022-04-15,0.0,0.04196815675864018
2022-04-18,-0.007072527529493252,0.03489562922914693
2022-04-19,0.010054616708430903,0.044950245937577835
2022-04-20,-0.010142944895637282,0.034807301041940554
2022-04-21,-0.024688594075125962,0.010118706966814592
2022-04-22,-0.0017667855187577415,0.00835192144805685
2022-04-25,-0.0055908753985272645,0.002761046049529586
2022-04-26,-0.0030930671459136355,-0.00033202109638404967
2022-04-27,0.0011895854568324017,0.000857564360448352
2022-04-28,0.007173982038861183,0.008031546399309536
2022-04-29,-0.002611902893419293,0.005419643505890243
2022-05-02,0.010789982564470396,0.01620962607036064
2022-05-03,0.01143570532827495,0.02764533139863559
2022-05-04,0.005931651248548351,0.03357698264718394
2022-05-05,-0.013484145226817432,0.020092837420366504
2022-05-06,-0.0051652675989994085,0.014927569821367096
2022-05-09,-0.049414817035570234,-0.03448724721420314
2022-05-10,0.0029660445154766745,-0.031521202698726464
2022-05-11,-0.008907591483727216,-0.04042879418245368
2022-05-12,0.01814369119615358,-0.0222851029863001
2022-05-13,0.03895327937708936,0.01666817639078926
2022-05-16,-0.004407062764138603,0.012261113626650656
2022-05-17,0.012456244219368353,0.024717357846019007
2022-05-18,-0.012998760447429569,0.011718597398589438
2022-05-19,0.015213727832278796,0.026932325230868234
2022-05-20,0.0008630206625154179,0.02779534589338365
2022-05-23,0.0014649327566367417,0.029260278650020392
2022-05-24,-0.020603001775628436,0.008657276874391957
2022-05-25,0.02806814747483864,0.036725424349230595
2022-05-26,0.019504789891608552,0.05623021424083915
2022-05-27,0.012647294625455078,0.06887750886629422
2022-05-31,-0.0035276342674597895,0.06534987459883443
2022-06-01,0.0005435064759968234,0.06589338107483125
2022-06-02,0.008990690225077211,0.07488407129990847
2022-06-03,0.002038905625997487,0.07692297692590595
2022-06-06,0.004863470154794176,0.08178644708070013
2022-06-07,0.009844101365517844,0.09163054844621797
2022-06-08,0.001385909068577201,0.09301645751479518
2022-06-09,-0.009056163978060163,0.08396029353673501
2022-06-10,-0.002371241047882239,0.08158905248885277
2022-06-13,-0.027326378399670795,0.05426267408918198
2022-06-14,-0.005932278178940793,0.048330395910241186
2022-06-15,-0.001478776346097762,0.046851619564143424
2022-06-16,-0.02755311200018088,0.019298507563962543
2022-06-17,-0.0013876296105344008,0.01791087795342814
2022-06-21,-0.0019371396639080844,0.015973738289520055
2022-06-22,-0.010393919101730495,0.00557981918778956
2022-06-23,-0.011532739994110081,-0.005952920806320521
2022-06-24,0.018272732422708084,0.012319811616387562
2022-06-27,0.009844053479644638,0.0221638650960322
2022-06-28,0.010517956771190728,0.03268182186722293
2022-06-29,-0.028618391989954122,0.00406342987726881
