date,daily_excess_return,cumulative_excess_return
2022-01-03,-0.009440249191128167,-0.009440249191128167
2022-01-04,0.016744436722738055,0.007304187531609888
2022-01-05,-0.00011058158868747805,0.00719360594292241
2022-01-06,0.00863357552066439,0.0158271814635868
2022-01-07,0.008053144623056813,0.023880326086643613
2022-01-10,-0.004201111829122404,0.01967921425752121
2022-01-11,0.007249734294882503,0.026928948552403714
2022-01-12,-0.0005599300165325907,0.026369018535871123
2022-01-13,0.008004169304379331,0.03437318784025045
2022-01-14,0.00472732232287005,0.0391005101631205
2022-01-18,-0.00047111910387324387,0.03862939105924726
2022-01-19,-0.007867122857004649,0.03076226820224261
2022-01-20,-0.0041515208704762194,0.02661074733176639
2022-01-21,0.002306566010537033,0.028917313342303422
2022-01-24,0.011048048264762328,0.03996536160706575
2022-01-25,-0.008998288561519895,0.030967073045545856
2022-01-26,-0.004847238031010716,0.02611983501453514
2022-01-27,-0.011632798105488899,0.014487036909046243
2022-01-28,-0.0034200426426550523,0.01106699426639119
2022-01-31,0.016231543516176235,0.027298537782567425
2022-02-01,0.0044390387601122095,0.031737576542679634
2022-02-02,0.0008189469752622441,0.03255652351794188
2022-02-03,0.0026512888369465393,0.03520781235488842
2022-02-04,-0.006355154747866075,0.028852657607022346
2022-02-07,0.0073942676625854365,0.03624692526960778
2022-02-08,0.004634601579260113,0.040881526848867894
2022-02-09,0.006857821915579587,0.04773934876444748
2022-02-10,0.005714362753473376,0.05345371151792085
2022-02-11,0.008102673166024438,0.061556384683945295
2022-02-14,-0.004914259326706644,0.05664212535723865
2022-02-15,0.006501995121556298,0.06314412047879495
2022-02-16,0.006471485821657686,0.06961560630045263
2022-02-17,-0.002061180332378491,0.06755442596807414
2022-02-18,0.000639100636297422,0.06819352660437156
2022-02-22,-0.003820241893666045,0.06437328471070551
2022-02-23,-0.0019026953960098985,0.06247058931469561
2022-02-24,0.014064588435860857,0.07653517775055646
2022-02-25,0.005838901258685475,0.08237407900924193
2022-02-28,0.0017922203878201932,0.08416629939706212
2022-03-01,0.003177118804696492,0.08734341820175862
2022-03-02,0.005570403989483623,0.09291382219124224
2022-03-03,0.004710363175976429,0.09762418536721866
